_id,avg_pm10
"{'city': 'Santiago', 'day': '2016-01-31'}",60.39011111111111
"{'city': 'Santiago', 'day': '2016-02-01'}",66.02159482758621
"{'city': 'Santiago', 'day': '2016-02-02'}",60.86669491525424
"{'city': 'Santiago', 'day': '2016-02-03'}",97.64296581196582
"{'city': 'Santiago', 'day': '2016-02-04'}",68.85936666666666
"{'city': 'Santiago', 'day': '2016-02-05'}",60.33047863247863
"{'city': 'Santiago', 'day': '2016-02-06'}",66.2194
"{'city': 'Santiago', 'day': '2016-02-07'}",61.01390163934426
"{'city': 'Santiago', 'day': '2016-02-08'}",30.03
"{'city': 'Santiago', 'day': '2016-08-19'}",0.0
"{'city': 'Santiago', 'day': '2016-11-14'}",0.0
"{'city': 'Santiago', 'day': '2016-11-15'}",0.0
"{'city': 'Santiago', 'day': '2016-11-18'}",0.0
"{'city': 'Santiago', 'day': '2016-11-23'}",0.0
"{'city': 'Santiago', 'day': '2016-12-16'}",0.0
"{'city': 'Santiago', 'day': '2016-12-19'}",0.0
"{'city': 'Santiago', 'day': '2017-01-04'}",0.0
"{'city': 'Santiago', 'day': '2017-01-05'}",0.0
"{'city': 'Santiago', 'day': '2017-01-09'}",0.0
"{'city': 'Santiago', 'day': '2017-06-28'}",0.0
"{'city': 'Talagante', 'day': '2016-01-30'}",92.98263909774437
"{'city': 'Talagante', 'day': '2016-01-31'}",99.02562307692308
"{'city': 'Talagante', 'day': '2016-02-01'}",84.47653968253968
"{'city': 'Talagante', 'day': '2016-02-02'}",87.58618333333334
"{'city': 'Talagante', 'day': '2016-02-03'}",109.928
"{'city': 'Talagante', 'day': '2016-02-04'}",74.81685217391305
"{'city': 'Talagante', 'day': '2016-02-05'}",104.22124799999999
"{'city': 'Talagante', 'day': '2016-02-06'}",85.01754838709677
"{'city': 'Talagante', 'day': '2016-02-07'}",129.24821818181817
"{'city': 'Talagante', 'day': '2016-02-08'}",383.4890384615385
"{'city': 'Talagante', 'day': '2016-02-09'}",177.13162499999999
"{'city': 'Talagante', 'day': '2016-02-10'}",2.303
"{'city': 'Talagante', 'day': '2016-02-11'}",2.303
"{'city': 'Talagante', 'day': '2016-02-12'}",2.303
"{'city': 'Talagante', 'day': '2016-02-13'}",3.5612
"{'city': 'Talagante', 'day': '2016-02-14'}",2.806833333333333
"{'city': 'Talagante', 'day': '2016-02-15'}",4.592764705882352
"{'city': 'Talagante', 'day': '2016-02-16'}",2.303
"{'city': 'Talagante', 'day': '2016-02-17'}",6.625090909090909
"{'city': 'Talagante', 'day': '2016-02-18'}",2.4283
"{'city': 'Talagante', 'day': '2016-02-19'}",2.4505
"{'city': 'Ursynów', 'day': '2016-01-30'}",20.338260869565218
"{'city': 'Ursynów', 'day': '2016-01-31'}",17.81391304347826
"{'city': 'Ursynów', 'day': '2016-02-01'}",19.702608695652174
"{'city': 'Ursynów', 'day': '2016-02-02'}",17.10909090909091
"{'city': 'Ursynów', 'day': '2016-02-03'}",18.433913043478263
"{'city': 'Ursynów', 'day': '2016-02-04'}",18.77913043478261
"{'city': 'Ursynów', 'day': '2016-02-05'}",21.222608695652173
"{'city': 'Ursynów', 'day': '2016-02-06'}",26.76086956521739
"{'city': 'Ursynów', 'day': '2016-02-07'}",23.371764705882352
"{'city': 'Utrecht', 'day': '2016-01-30'}",10.900960983796296
"{'city': 'Utrecht', 'day': '2016-01-31'}",13.33631861111111
"{'city': 'Utrecht', 'day': '2016-02-01'}",10.586056367071336
"{'city': 'Utrecht', 'day': '2016-02-02'}",16.650725386303325
