_id,max_value,count
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-09 05'}",1600.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 01'}",1600.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-07 08'}",1600.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 05'}",1600.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 19'}",1600.0,3
"{'city': 'Nisekh', 'hour': '2016-02-19 23'}",1593.0,2
"{'city': 'Nisekh', 'hour': '2016-02-16 11'}",1591.0,2
"{'city': 'Bukhiin urguu', 'hour': '2016-01-30 17'}",1588.0,4
"{'city': 'Bukhiin urguu', 'hour': '2016-01-31 02'}",1578.0,4
"{'city': 'MNB', 'hour': '2016-02-03 10'}",1566.0,2
"{'city': 'MNB', 'hour': '2016-02-02 06'}",1552.0,2
"{'city': 'Baruun 4 zam', 'hour': '2016-02-01 06'}",1534.0,4
"{'city': '100 ail', 'hour': '2016-02-01 08'}",1525.0,4
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-07 00'}",1500.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 04'}",1500.0,1
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 04'}",1500.0,1
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-09 03'}",1500.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 16'}",1500.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-07 01'}",1500.0,3
"{'city': '100 ail', 'hour': '2016-01-30 09'}",1500.0,4
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 12'}",1500.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 12'}",1500.0,3
"{'city': 'Nisekh', 'hour': '2016-02-18 15'}",1497.0,2
"{'city': 'Bukhiin urguu', 'hour': '2016-02-01 15'}",1475.0,4
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 06'}",1469.0,4
"{'city': 'Bukhiin urguu', 'hour': '2016-01-30 18'}",1466.0,4
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 11'}",1463.0,4
"{'city': '100 ail', 'hour': '2016-02-01 04'}",1452.0,8
"{'city': 'MNB', 'hour': '2016-01-30 02'}",1446.0,2
"{'city': 'Nisekh', 'hour': '2016-02-20 03'}",1437.0,2
"{'city': 'MNB', 'hour': '2016-02-01 04'}",1436.0,2
"{'city': '100 ail', 'hour': '2016-01-31 04'}",1419.0,2
"{'city': 'Nisekh', 'hour': '2016-02-17 10'}",1412.0,2
"{'city': 'Nisekh', 'hour': '2016-02-20 02'}",1408.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 06'}",1400.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 00'}",1400.0,6
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 12'}",1400.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 02'}",1400.0,3
"{'city': 'Bukhiin urguu', 'hour': '2016-01-30 16'}",1400.0,4
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 03'}",1400.0,3
"{'city': 'Nisekh', 'hour': '2016-02-18 13'}",1373.0,2
"{'city': 'Amgalan', 'hour': '2016-02-01 09'}",1370.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-01 16'}",1361.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 17'}",1340.0,1
"{'city': 'MNB', 'hour': '2016-02-04 11'}",1330.0,2
"{'city': 'Nisekh', 'hour': '2016-02-19 15'}",1330.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-01 15'}",1330.0,1
"{'city': 'MNB', 'hour': '2016-02-03 09'}",1326.0,2
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 12'}",1322.0,4
"{'city': 'Nisekh', 'hour': '2016-02-19 20'}",1309.0,2
"{'city': 'Bukhiin urguu', 'hour': '2016-01-30 01'}",1303.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-07 09'}",1300.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 20'}",1300.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 11'}",1300.0,3
"{'city': 'Amgalan', 'hour': '2016-02-02 03'}",1300.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 00'}",1300.0,3
"{'city': 'Amgalan', 'hour': '2016-02-01 02'}",1298.0,2
"{'city': 'Nisekh', 'hour': '2016-02-19 14'}",1292.0,2
"{'city': 'Nisekh', 'hour': '2016-02-18 03'}",1291.0,2
"{'city': 'Baruun 4 zam', 'hour': '2016-02-01 07'}",1291.0,4
"{'city': 'MNB', 'hour': '2016-02-03 22'}",1283.0,2
"{'city': 'Baruun 4 zam', 'hour': '2016-02-01 22'}",1269.0,4
"{'city': 'Amgalan', 'hour': '2016-01-31 04'}",1249.0,2
"{'city': 'MNB', 'hour': '2016-02-03 20'}",1248.0,2
"{'city': 'Amgalan', 'hour': '2016-01-31 07'}",1248.0,2
"{'city': 'Amgalan', 'hour': '2016-02-02 04'}",1247.0,2
"{'city': 'Nisekh', 'hour': '2016-02-20 04'}",1245.0,2
"{'city': 'Amgalan', 'hour': '2016-01-31 05'}",1243.0,2
"{'city': 'Amgalan', 'hour': '2016-02-02 05'}",1238.0,2
"{'city': 'MNB', 'hour': '2016-02-02 07'}",1235.0,2
"{'city': 'Bukhiin urguu', 'hour': '2016-02-01 16'}",1225.0,1
"{'city': 'Amgalan', 'hour': '2016-02-01 03'}",1214.0,2
"{'city': 'MNB', 'hour': '2016-02-04 10'}",1211.0,2
"{'city': '100 ail', 'hour': '2016-01-30 08'}",1208.0,4
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 11'}",1200.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 18'}",1200.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 10'}",1200.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-07 11'}",1200.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 23'}",1200.0,3
"{'city': 'Nisekh', 'hour': '2016-02-18 21'}",1194.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 17'}",1192.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 18'}",1190.0,1
"{'city': 'Bukhiin urguu', 'hour': '2016-02-01 10'}",1188.0,4
"{'city': 'Amgalan', 'hour': '2016-01-30 03'}",1180.0,2
"{'city': 'MNB', 'hour': '2016-02-03 06'}",1169.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 15'}",1168.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 14'}",1164.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 16'}",1164.0,1
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 10'}",1163.0,4
"{'city': 'Nisekh', 'hour': '2016-02-17 13'}",1158.0,2
"{'city': 'Amgalan', 'hour': '2016-02-01 08'}",1155.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 18'}",1155.0,1
"{'city': 'MNB', 'hour': '2016-02-01 07'}",1151.0,2
"{'city': 'Amgalan', 'hour': '2016-02-01 04'}",1149.0,2
"{'city': 'MNB', 'hour': '2016-02-01 06'}",1146.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 19'}",1146.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 12'}",1130.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 13'}",1121.0,1
"{'city': 'Amgalan', 'hour': '2016-01-31 06'}",1113.0,2
"{'city': 'Nisekh', 'hour': '2016-02-16 10'}",1110.0,2
"{'city': 'Amgalan', 'hour': '2016-01-30 10'}",1104.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 07'}",1103.0,1
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-06 23'}",1100.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 05'}",1100.0,3
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 07'}",1100.0,4
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 16'}",1100.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-07 10'}",1100.0,3
"{'city': 'Konarskiego', 'hour': '2016-02-06 11'}",1097.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 13'}",1081.0,2
"{'city': '100 ail', 'hour': '2016-01-30 02'}",1070.0,5
"{'city': 'Konarskiego', 'hour': '2016-02-04 16'}",1065.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 10'}",1064.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 20'}",1061.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 09'}",1060.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 14'}",1059.0,1
"{'city': 'MNB', 'hour': '2016-02-04 04'}",1054.0,2
"{'city': 'Nisekh', 'hour': '2016-02-20 05'}",1053.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 06'}",1053.0,1
"{'city': 'Nisekh', 'hour': '2016-02-17 11'}",1046.0,2
"{'city': 'Amgalan', 'hour': '2016-02-01 06'}",1044.0,2
"{'city': 'Nisekh', 'hour': '2016-02-18 23'}",1037.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-06 21'}",1034.0,1
"{'city': 'Amgalan', 'hour': '2016-01-30 09'}",1031.0,2
"{'city': '100 ail', 'hour': '2016-02-01 05'}",1025.0,5
"{'city': 'Amgalan', 'hour': '2016-01-30 08'}",1023.0,2
"{'city': 'MNB', 'hour': '2016-01-30 03'}",1017.0,2
"{'city': '100 ail', 'hour': '2016-02-01 07'}",1013.0,4
"{'city': 'Konarskiego', 'hour': '2016-02-06 08'}",1006.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 17'}",1003.0,1
"{'city': 'Amgalan', 'hour': '2016-02-01 05'}",1002.0,2
"{'city': 'Nisekh', 'hour': '2016-02-18 11'}",1001.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 07'}",1000.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 10'}",1000.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 10'}",1000.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 01'}",1000.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 21'}",1000.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 19'}",1000.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 22'}",1000.0,3
"{'city': 'Konarskiego', 'hour': '2016-02-06 05'}",999.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-06 06'}",997.5,4
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-05 08'}",996.5,4
"{'city': 'Konarskiego', 'hour': '2016-02-06 23'}",994.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 18'}",994.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 00'}",993.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-07 00'}",991.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 16'}",988.0,2
"{'city': 'Amgalan', 'hour': '2016-02-01 07'}",987.0,2
"{'city': 'Konarskiego', 'hour': '2016-01-30 14'}",986.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 01'}",986.0,1
"{'city': 'Bukhiin urguu', 'hour': '2016-01-30 21'}",981.0,1
"{'city': 'Concón', 'hour': '2016-01-31 02'}",979.9,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-05 07'}",979.4,3
"{'city': 'MNB', 'hour': '2016-02-03 08'}",978.0,2
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-05 06'}",976.0,4
"{'city': 'Konarskiego', 'hour': '2016-02-07 02'}",975.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 17'}",973.0,1
"{'city': 'Puente Alto', 'hour': '2016-02-03 10'}",972.4,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 20'}",972.0,1
"{'city': '100 ail', 'hour': '2016-02-01 06'}",972.0,4
"{'city': 'Concón', 'hour': '2016-02-01 00'}",970.5,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 18'}",970.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 19'}",967.0,1
"{'city': '100 ail', 'hour': '2016-01-30 03'}",966.0,4
"{'city': 'Konarskiego', 'hour': '2016-02-04 20'}",955.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 03'}",952.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 11'}",952.0,2
"{'city': 'Nisekh', 'hour': '2016-02-18 22'}",951.0,2
"{'city': 'Concón', 'hour': '2016-01-31 01'}",950.9,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 16'}",947.0,1
"{'city': 'Bukhiin urguu', 'hour': '2016-02-01 09'}",946.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-04 18'}",944.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 04'}",942.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 19'}",940.0,1
"{'city': 'MNB', 'hour': '2016-02-04 05'}",940.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-05 16'}",938.0,1
"{'city': 'Concón', 'hour': '2016-01-31 03'}",934.1,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 21'}",934.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-06 01'}",933.5,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 05'}",933.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 17'}",932.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-06 02'}",931.1,3
"{'city': 'Amgalan', 'hour': '2016-01-30 07'}",931.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-07 06'}",925.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 17'}",924.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-06 05'}",922.2,4
"{'city': 'Konarskiego', 'hour': '2016-02-07 07'}",921.0,1
"{'city': 'Concón', 'hour': '2016-02-01 10'}",917.4,1
"{'city': '100 ail', 'hour': '2016-01-30 04'}",913.0,4
"{'city': 'Concón', 'hour': '2016-01-31 00'}",910.3,1
"{'city': 'Amgalan', 'hour': '2016-01-30 04'}",909.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-02 16'}",907.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 15'}",907.0,1
"{'city': 'Nisekh', 'hour': '2016-02-16 09'}",907.0,2
"{'city': 'Konarskiego', 'hour': '2016-01-30 19'}",905.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-05 21'}",903.0,3
"{'city': 'Konarskiego', 'hour': '2016-02-06 04'}",901.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 13'}",901.0,1
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-06 09'}",900.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-07 08'}",900.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 08'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 22'}",900.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-06 07'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 09'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 08'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 20'}",900.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 06'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 18'}",900.0,1
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-06 08'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 06'}",900.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 07'}",900.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 06'}",900.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 21'}",900.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 17'}",900.0,2
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-06 06'}",900.0,2
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 11'}",900.0,3
"{'city': 'Konarskiego', 'hour': '2016-02-01 21'}",897.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 23'}",896.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 00'}",896.0,1
"{'city': 'Concón', 'hour': '2016-02-01 01'}",895.4,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 21'}",895.0,1
"{'city': 'Concón', 'hour': '2016-01-31 08'}",893.2,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 15'}",893.0,1
"{'city': 'Talagante', 'hour': '2016-02-02 23'}",890.4,1
"{'city': 'Concón', 'hour': '2016-02-01 09'}",888.7,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 15'}",888.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 09'}",886.0,1
"{'city': 'Concón', 'hour': '2016-01-30 10'}",884.9,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 20'}",883.0,1
"{'city': 'Concón', 'hour': '2016-01-30 23'}",881.7,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 23'}",881.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-06 03'}",878.3,4
"{'city': 'Konarskiego', 'hour': '2016-01-30 21'}",878.0,1
"{'city': 'MNB', 'hour': '2016-02-04 09'}",878.0,2
"{'city': 'Concón', 'hour': '2016-02-01 03'}",877.9,1
"{'city': 'Concón', 'hour': '2016-01-30 09'}",877.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 20'}",876.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 19'}",875.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 14'}",875.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 03'}",872.0,1
"{'city': 'Concón', 'hour': '2016-01-30 11'}",871.3,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 18'}",870.0,1
"{'city': 'Concón', 'hour': '2016-02-01 04'}",867.1,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 16'}",867.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 01'}",867.0,1
"{'city': 'Concón', 'hour': '2016-01-30 15'}",867.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 13'}",865.0,1
"{'city': 'Concón', 'hour': '2016-01-30 06'}",864.4,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 11'}",864.0,1
"{'city': 'Concón', 'hour': '2016-01-31 23'}",863.5,1
"{'city': 'Amgalan', 'hour': '2016-01-30 05'}",863.0,2
"{'city': 'Concón', 'hour': '2016-01-30 07'}",862.6,1
"{'city': 'Concón', 'hour': '2016-01-30 04'}",859.4,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 23'}",858.0,1
"{'city': 'Concón', 'hour': '2016-02-01 02'}",857.7,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 10'}",857.0,1
"{'city': 'Concón', 'hour': '2016-01-30 03'}",855.4,1
"{'city': 'Concón', 'hour': '2016-01-31 09'}",854.7,1
"{'city': 'Concón', 'hour': '2016-01-31 07'}",853.7,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 02'}",853.0,1
"{'city': 'Concón', 'hour': '2016-01-31 15'}",853.0,1
"{'city': 'Concón', 'hour': '2016-02-01 11'}",852.4,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 12'}",852.0,1
"{'city': 'Amgalan', 'hour': '2016-01-30 06'}",849.0,2
"{'city': 'Nisekh', 'hour': '2016-02-19 18'}",849.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-05 02'}",849.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 01'}",848.0,1
"{'city': 'Concón', 'hour': '2016-01-30 12'}",847.3,1
"{'city': 'Concón', 'hour': '2016-01-31 13'}",847.2,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 19'}",846.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 15'}",846.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 00'}",846.0,1
"{'city': 'Nisekh', 'hour': '2016-02-18 04'}",845.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-06 00'}",844.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 17'}",842.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-03 20'}",840.0,1
"{'city': 'Concón', 'hour': '2016-02-01 12'}",838.3,1
"{'city': 'Concón', 'hour': '2016-01-30 13'}",837.1,1
"{'city': 'Concón', 'hour': '2016-01-30 21'}",835.7,1
"{'city': 'Concón', 'hour': '2016-01-30 22'}",835.6,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 23'}",835.0,1
"{'city': 'Concón', 'hour': '2016-01-30 16'}",834.5,1
"{'city': 'Concón', 'hour': '2016-01-30 18'}",833.8,1
"{'city': 'Concón', 'hour': '2016-01-31 10'}",832.8,1
"{'city': 'MNB', 'hour': '2016-02-03 21'}",832.0,2
"{'city': 'Concón', 'hour': '2016-02-01 08'}",832.0,1
"{'city': 'Concón', 'hour': '2016-02-01 05'}",831.7,1
"{'city': 'Concón', 'hour': '2016-01-31 14'}",831.6,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 04'}",831.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 03'}",831.0,4
"{'city': 'Concón', 'hour': '2016-01-30 19'}",831.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 08'}",830.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 13'}",830.0,1
"{'city': 'MNB', 'hour': '2016-02-03 07'}",829.0,2
"{'city': 'Concón', 'hour': '2016-01-30 20'}",828.7,1
"{'city': 'Nisekh', 'hour': '2016-02-17 09'}",828.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-07 14'}",828.0,1
"{'city': 'Concón', 'hour': '2016-01-31 22'}",827.2,1
"{'city': 'Concón', 'hour': '2016-01-31 04'}",827.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 17'}",826.0,1
"{'city': '100 ail', 'hour': '2016-01-30 05'}",825.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-02 18'}",822.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 10'}",821.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-05 03'}",820.0,1
"{'city': 'Concón', 'hour': '2016-01-30 17'}",819.9,1
"{'city': 'Concón', 'hour': '2016-02-01 13'}",819.2,1
"{'city': 'Concón', 'hour': '2016-01-30 08'}",818.9,1
"{'city': 'Concón', 'hour': '2016-01-31 16'}",818.1,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 21'}",818.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 01'}",818.0,1
"{'city': 'Concón', 'hour': '2016-01-31 17'}",817.3,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 04'}",817.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 13'}",817.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 15'}",816.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 09'}",815.0,1
"{'city': 'Concón', 'hour': '2016-02-01 07'}",814.6,1
"{'city': 'Concón', 'hour': '2016-01-31 06'}",813.5,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 14'}",813.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 01'}",812.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 19'}",811.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 07'}",811.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 00'}",811.0,1
"{'city': 'Concón', 'hour': '2016-02-01 06'}",810.3,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 08'}",808.0,1
"{'city': 'Nisekh', 'hour': '2016-02-17 12'}",807.0,2
"{'city': 'Talagante', 'hour': '2016-01-30 18'}",806.6,1
"{'city': 'Talagante', 'hour': '2016-01-30 15'}",806.6,1
"{'city': 'Talagante', 'hour': '2016-01-30 16'}",806.6,1
"{'city': 'Talagante', 'hour': '2016-01-30 17'}",806.6,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 07'}",806.0,1
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 08'}",806.0,4
"{'city': 'Konarskiego', 'hour': '2016-01-31 02'}",805.0,1
"{'city': 'Bukhiin urguu', 'hour': '2016-01-30 13'}",804.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-01 12'}",802.0,1
"{'city': 'MNB', 'hour': '2016-01-30 04'}",801.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-05 13'}",801.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 17'}",800.0,2
"{'city': 'Concón', 'hour': '2016-01-30 14'}",800.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 09'}",800.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 08'}",800.0,3
"{'city': 'Konarskiego', 'hour': '2016-02-01 10'}",798.0,1
"{'city': 'Concón', 'hour': '2016-01-30 05'}",797.4,1
"{'city': 'Talagante', 'hour': '2016-01-30 14'}",797.3,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 00'}",796.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 23'}",795.0,1
"{'city': 'Concón', 'hour': '2016-01-31 11'}",794.4,1
"{'city': 'Puente Alto', 'hour': '2016-02-01 10'}",792.1,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 11'}",792.0,1
"{'city': 'Concón', 'hour': '2016-01-31 05'}",791.7,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 18'}",791.5,2
"{'city': 'Concón', 'hour': '2016-01-31 19'}",791.3,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 20'}",791.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 02'}",791.0,1
"{'city': 'Concón', 'hour': '2016-01-31 18'}",790.3,1
"{'city': 'Concón', 'hour': '2016-01-31 12'}",789.2,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 05'}",789.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 18'}",789.0,1
"{'city': 'Concón', 'hour': '2016-01-31 21'}",787.5,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 01'}",787.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 07'}",786.0,1
