_id,avg,std
5139,202.25,137.29012164026955
49,779.505,573.7791473859955
5373,4340.23,3140.1746682469757
13864,474.209,244.5779935296715
12234785,16.4775,2.7015446970205774
1045,212.803,115.49915805320835
61,5.571748820372201,2.1348468705092687
12234787,63.715,23.209992998706404
66,68.695,28.915427975390582
4985,26.531,13.613458010366069
35661,9.6907,5.555712061473309
64,12.38111111111111,6.971530111730526
395,385.93,217.30001173492835
63,21.0575,12.438948659352207
1044,16.155,8.768179685658819
12234795,167.37,58.862832925369766
12234799,20.2805,2.51971620425793
14340718,0.62,0.5002999100539598
5368,83.255,23.22498600645435
1514,20.412060301507537,11.013060098813696
397,23.2265,15.14830181076414
1509,13.3,10.680010841705517
4650,12.219353359683796,3.8239312758410677
5140,228.22,153.15776702472522
5178,11.271356783919598,11.936041180544747
1516,27.072400000000002,5.713828509852216
12234790,22.65,4.721080384827184
47,16.6675,10.029725507211054
14340713,0.040223,0.023953767365489712
36,84.9605,26.672796811545645
1046,21.61982,11.181552933631357
1647,3.60433,1.8986180898485079
123,61.585,30.902795585512976
4474,11.79751724137931,9.041382525578744
4612,12.929137022397892,3.462134799614349
65,232.45835,146.76989139390102
393,35.341,20.13209673630643
5136,4091.08,3559.2564523506876
28735,48.200649999999996,21.441556568437377
4216,17.79446376811594,6.067760104484215
44,0.0,0.0
12234792,12.03,12.403967107341105
14340716,0.030798000000000002,0.012522627360102987
4275693,3.5653448275862067,6.361617722993715
72,9.465260416666666,7.408611398153493
4300,18.767268937442257,5.938778407304161
100,74.15205,27.667220068114897
4986,50.7235,12.48507099499238
14340715,1.0590000000000002,0.8715038726247863
1454,837.2,1046.1642748631787
4118,5.755008179743083,2.192452635721137
4385,460.842,129.4770154737898
95,9.4388,6.557777181332102
150,97.33,23.067316705676888
4496,7.8636269430051815,4.228472611672903
9213,0.0,0.0
4275972,10.25,0.0
69,179.14,91.52273160259153
1410,436.9035,273.90130309611504
12234794,28.898000000000003,30.007310709225507
5137,60.275,19.879370588627786
4642,12.241030927835054,7.475780962484354
9181,0.0,0.0
1682,2.99709,1.9341856560061648
4117,23.61432989690722,11.854823361066838
1047,51.2275,21.223736564281037
12234793,40.3585,11.5835067121317
103,14.959375,5.76076793790333
5006,37.8905,10.57259475010746
4990,843.25,133.53878650040218
12234791,1.1996,0.1980601928707533
1507,100.675,62.84567904796638
1445,58.325,27.86699436609554
77,13.967634782608695,4.4300182120531995
12234788,65.695,16.47337169495061
12234783,22.421999999999997,25.660236086209345
4217,19.253711340206184,11.378635553118665
4194,56.371874999999996,12.628527791975928
9183,0.0,0.0
4355,13.29513096179183,4.574685081499207
5177,70.375,22.792199871885998
4299,33.48571428571429,15.21267261736955
108,2492.975,1359.175468574606
12234798,23.744,9.230111808640238
9217,0.0,0.0
4162,61.81370370370371,13.569454299502345
85,208.66056994818652,40.39277889328478
1460,199.675,93.392126943335
4387,36.593655,19.31810087808775
9182,0.0,0.0
4099,20.845,8.861770421309727
5009,16.657,8.665728532558587
9180,0.0,0.0
50,4.309282862804678,2.2158310906353664
88,32.01,15.247291562766156
4275805,4.224285714285714,9.496628259509778
5138,210.0,138.5779563999989
9215,4.6518,8.866051926308575
4276171,19.48941798941799,34.99510009813079
4182,20.160605,10.090899408327044
4154,3.6158178461297763,1.9102437902622833
1513,1177.6363636363637,746.4220304670642
206,9.42,1.4641038214552946
398,1387.0,1130.4561026417612
13866,73.171,61.483179480244836
86,16.335,12.913666210646767
35,163.26,65.50604857568497
12234784,44.4045,18.10388438291628
1412,23.74118,18.27799765257672
4228,49.10317,32.46377552490006
4198,9.041039789196311,2.7721950506842536
76,31.685,17.12668312896575
4987,12.8235,7.4897061190676855
52,26.293650793650794,12.3471335021261
14340714,187.375,37.362472816985765
4649,54.23,14.891562203827585
3013,10.167,7.440256111183273
46,52.7047,20.33667905312959
1301475,61.77640625,21.280911196558147
1511,119.355,67.07017947642603
9211,8.4612,5.626108562763432
4158,12.946364840956146,4.457336853388843
4984,6.609500000000001,2.186540589607245
104,16.9592465,8.194470778743904
101,14.60273,11.63016220725661
71,45.4655,44.82664676004663
12234797,58.565,14.479494984287264
91,12.27212509613956,3.194483431026251
392,2375.0,2006.0346457626295
400,93.71295,35.51241693826965
124,19.186040000000002,9.099400498296578
4275843,2.79,1.4799999999999998
396,200.995,95.93437848341962
14340717,177.09,26.98818074639342
12234786,146.8,55.883986973014
1464,152.265,70.96298172286731
4690,53.662408376963356,15.273037854310344
38,113.735,139.34738883452388
12234789,29.884,3.9317482116737854
68,2386.525,1188.2342863993615
4276093,11.37816091954023,14.97275629603787
4635,59.98732620320855,12.98843065265104
5183,212.945,118.20241949723366
4519,0.5933333333333333,0.26779307555112647
1465,10.055,9.402232447669014
399,294.075,121.31640192076267
5186,233.265,73.90463297385352
5001,8.118500000000001,1.9434782607479817
1379,42.76455,30.810334983532723
73,9.091405218906203,2.2916355928482823
4202,2.1542093486121088,1.4415701356952415
1446,145.605,75.201256472216
5342,171.245,65.89298122713829
5003,22.264,11.271774660629088
12234782,0.85265,0.4705098059552
5360,5.895,5.1404255660402285
4533,53.775,27.6561362992013
67,9.99501,5.426457582981737
9210,0.0,0.0
114,36.69353,26.95660422380942
12234796,79.085,30.66509049391507
394,44.928999999999995,59.906611146016274
42,169.68,104.07251126017863
4276081,10.644510869565217,13.927255760616342
102,9.76632665,6.863520266759784
9187,0.0,0.0
