month,avg_value
1,291.293763266198
2,196.97194409103238
4,69.59371428571427
5,55.37184210526313
6,59.419999999999995
7,55.57382352941175
8,0.0
10,24.479721115537835
11,90.93427906976751
12,13.244920127795519
