city,hour,max_value,count
Amgalan,2016-01-30T10:00:00Z,1104.0,2
Konarskiego,2016-02-06T07:00:00Z,1103.0,1
R K Puram, Delhi - DPCC,2016-02-07T10:00:00Z,1100.0,3
Baruun 4 zam,2016-01-30T07:00:00Z,1100.0,4
R K Puram, Delhi - DPCC,2016-02-06T23:00:00Z,1100.0,3
R K Puram, Delhi - DPCC,2016-02-08T05:00:00Z,1100.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-07T16:00:00Z,1100.0,3
Konarskiego,2016-02-06T11:00:00Z,1097.0,1
Nisekh,2016-02-19T13:00:00Z,1081.0,2
100 ail,2016-01-30T02:00:00Z,1070.0,5
Konarskiego,2016-02-04T16:00:00Z,1065.0,1
Konarskiego,2016-02-06T10:00:00Z,1064.0,1
Konarskiego,2016-02-06T20:00:00Z,1061.0,1
Konarskiego,2016-02-06T09:00:00Z,1060.0,1
Konarskiego,2016-02-01T14:00:00Z,1059.0,1
MNB,2016-02-04T04:00:00Z,1054.0,2
Nisekh,2016-02-20T05:00:00Z,1053.0,2
Konarskiego,2016-02-06T06:00:00Z,1053.0,1
Nisekh,2016-02-17T11:00:00Z,1046.0,2
Amgalan,2016-02-01T06:00:00Z,1044.0,2
Nisekh,2016-02-18T23:00:00Z,1037.0,2
Konarskiego,2016-02-06T21:00:00Z,1034.0,1
Amgalan,2016-01-30T09:00:00Z,1031.0,2
100 ail,2016-02-01T05:00:00Z,1025.0,5
Amgalan,2016-01-30T08:00:00Z,1023.0,2
MNB,2016-01-30T03:00:00Z,1017.0,2
100 ail,2016-02-01T07:00:00Z,1013.0,4
Konarskiego,2016-02-06T08:00:00Z,1006.0,1
Konarskiego,2016-01-30T17:00:00Z,1003.0,1
Amgalan,2016-02-01T05:00:00Z,1002.0,2
Nisekh,2016-02-18T11:00:00Z,1001.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-08T07:00:00Z,1000.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-06T21:00:00Z,1000.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-07T01:00:00Z,1000.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-07T22:00:00Z,1000.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-08T10:00:00Z,1000.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-07T10:00:00Z,1000.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-07T19:00:00Z,1000.0,3
Konarskiego,2016-02-06T05:00:00Z,999.0,1
Delhi Technological University, Delhi - CPCB,2016-11-06T06:00:00Z,997.5,4
Delhi Technological University, Delhi - CPCB,2016-11-05T08:00:00Z,996.5,4
Konarskiego,2016-02-06T23:00:00Z,994.0,1
Konarskiego,2016-01-30T18:00:00Z,994.0,1
Nisekh,2016-02-19T00:00:00Z,993.0,2
Konarskiego,2016-02-07T00:00:00Z,991.0,1
Nisekh,2016-02-19T16:00:00Z,988.0,2
Amgalan,2016-02-01T07:00:00Z,987.0,2
Konarskiego,2016-02-07T01:00:00Z,986.0,1
Konarskiego,2016-01-30T14:00:00Z,986.0,1
Bukhiin urguu,2016-01-30T21:00:00Z,981.0,1
Concón,2016-01-31T02:00:00Z,979.9,1
Delhi Technological University, Delhi - CPCB,2016-11-05T07:00:00Z,979.4,3
MNB,2016-02-03T08:00:00Z,978.0,2
Delhi Technological University, Delhi - CPCB,2016-11-05T06:00:00Z,976.0,4
Konarskiego,2016-02-07T02:00:00Z,975.0,1
Konarskiego,2016-02-05T17:00:00Z,973.0,1
Puente Alto,2016-02-03T10:00:00Z,972.4,1
Konarskiego,2016-02-05T20:00:00Z,972.0,1
100 ail,2016-02-01T06:00:00Z,972.0,4
Concón,2016-02-01T00:00:00Z,970.5,1
Konarskiego,2016-02-05T18:00:00Z,970.0,1
Konarskiego,2016-02-01T19:00:00Z,967.0,1
100 ail,2016-01-30T03:00:00Z,966.0,4
Konarskiego,2016-02-04T20:00:00Z,955.0,1
Konarskiego,2016-02-07T03:00:00Z,952.0,1
Nisekh,2016-02-19T11:00:00Z,952.0,2
Nisekh,2016-02-18T22:00:00Z,951.0,2
Concón,2016-01-31T01:00:00Z,950.9,1
Konarskiego,2016-01-30T16:00:00Z,947.0,1
Bukhiin urguu,2016-02-01T09:00:00Z,946.0,2
Konarskiego,2016-02-04T18:00:00Z,944.0,1
Konarskiego,2016-02-07T04:00:00Z,942.0,1
MNB,2016-02-04T05:00:00Z,940.0,2
Konarskiego,2016-02-05T19:00:00Z,940.0,1
Konarskiego,2016-02-05T16:00:00Z,938.0,1
Concón,2016-01-31T03:00:00Z,934.1,1
Konarskiego,2016-02-05T21:00:00Z,934.0,1
Delhi Technological University, Delhi - CPCB,2016-11-06T01:00:00Z,933.5,1
Konarskiego,2016-02-07T05:00:00Z,933.0,1
Konarskiego,2016-02-02T17:00:00Z,932.0,1
Delhi Technological University, Delhi - CPCB,2016-11-06T02:00:00Z,931.1,3
Amgalan,2016-01-30T07:00:00Z,931.0,2
Konarskiego,2016-02-07T06:00:00Z,925.0,1
Konarskiego,2016-02-04T17:00:00Z,924.0,1
Delhi Technological University, Delhi - CPCB,2016-11-06T05:00:00Z,922.2,4
Konarskiego,2016-02-07T07:00:00Z,921.0,1
Concón,2016-02-01T10:00:00Z,917.4,1
100 ail,2016-01-30T04:00:00Z,913.0,4
Concón,2016-01-31T00:00:00Z,910.3,1
Amgalan,2016-01-30T04:00:00Z,909.0,2
Konarskiego,2016-02-02T16:00:00Z,907.0,1
Konarskiego,2016-01-30T15:00:00Z,907.0,1
Nisekh,2016-02-16T09:00:00Z,907.0,2
Konarskiego,2016-01-30T19:00:00Z,905.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-05T21:00:00Z,903.0,3
Konarskiego,2016-02-01T13:00:00Z,901.0,1
Konarskiego,2016-02-06T04:00:00Z,901.0,1
R K Puram, Delhi - DPCC,2016-02-06T06:00:00Z,900.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-06T08:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-08T09:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-08T06:00:00Z,900.0,2
R K Puram, Delhi - DPCC,2016-02-08T06:00:00Z,900.0,3
R K Puram, Delhi - DPCC,2016-02-06T07:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-08T08:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-06T06:00:00Z,900.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-07T18:00:00Z,900.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-06T17:00:00Z,900.0,2
Konarskiego,2016-02-07T08:00:00Z,900.0,1
R K Puram, Delhi - DPCC,2016-02-06T09:00:00Z,900.0,2
R K Puram, Delhi - DPCC,2016-02-06T08:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-08T11:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-07T21:00:00Z,900.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-06T22:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-06T07:00:00Z,900.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-07T20:00:00Z,900.0,3
Konarskiego,2016-02-01T21:00:00Z,897.0,1
Konarskiego,2016-02-05T00:00:00Z,896.0,1
Konarskiego,2016-02-04T23:00:00Z,896.0,1
Concón,2016-02-01T01:00:00Z,895.4,1
Konarskiego,2016-02-04T21:00:00Z,895.0,1
Concón,2016-01-31T08:00:00Z,893.2,1
Konarskiego,2016-02-04T15:00:00Z,893.0,1
Talagante,2016-02-02T23:00:00Z,890.4,1
Concón,2016-02-01T09:00:00Z,888.7,1
Konarskiego,2016-02-05T15:00:00Z,888.0,1
Konarskiego,2016-02-07T09:00:00Z,886.0,1
Concón,2016-01-30T10:00:00Z,884.9,1
Konarskiego,2016-01-30T20:00:00Z,883.0,1
Concón,2016-01-30T23:00:00Z,881.7,1
Konarskiego,2016-02-01T23:00:00Z,881.0,1
Delhi Technological University, Delhi - CPCB,2016-11-06T03:00:00Z,878.3,4
MNB,2016-02-04T09:00:00Z,878.0,2
Konarskiego,2016-01-30T21:00:00Z,878.0,1
Concón,2016-02-01T03:00:00Z,877.9,1
Concón,2016-01-30T09:00:00Z,877.0,1
Konarskiego,2016-02-01T20:00:00Z,876.0,1
Konarskiego,2016-02-04T19:00:00Z,875.0,1
Konarskiego,2016-02-04T14:00:00Z,875.0,1
Konarskiego,2016-02-06T03:00:00Z,872.0,1
Concón,2016-01-30T11:00:00Z,871.3,1
Konarskiego,2016-02-03T18:00:00Z,870.0,1
Concón,2016-02-01T04:00:00Z,867.1,1
Konarskiego,2016-02-07T16:00:00Z,867.0,1
Concón,2016-01-30T15:00:00Z,867.0,1
Konarskiego,2016-02-05T01:00:00Z,867.0,1
Konarskiego,2016-01-30T13:00:00Z,865.0,1
Concón,2016-01-30T06:00:00Z,864.4,1
Konarskiego,2016-02-07T11:00:00Z,864.0,1
Concón,2016-01-31T23:00:00Z,863.5,1
Amgalan,2016-01-30T05:00:00Z,863.0,2
Concón,2016-01-30T07:00:00Z,862.6,1
Concón,2016-01-30T04:00:00Z,859.4,1
Konarskiego,2016-02-05T23:00:00Z,858.0,1
Concón,2016-02-01T02:00:00Z,857.7,1
Konarskiego,2016-02-07T10:00:00Z,857.0,1
Concón,2016-01-30T03:00:00Z,855.4,1
Concón,2016-01-31T09:00:00Z,854.7,1
Concón,2016-01-31T07:00:00Z,853.7,1
Concón,2016-01-31T15:00:00Z,853.0,1
Konarskiego,2016-02-06T02:00:00Z,853.0,1
Concón,2016-02-01T11:00:00Z,852.4,1
Konarskiego,2016-02-07T12:00:00Z,852.0,1
Nisekh,2016-02-19T18:00:00Z,849.0,2
Amgalan,2016-01-30T06:00:00Z,849.0,2
Konarskiego,2016-02-05T02:00:00Z,849.0,1
Konarskiego,2016-02-06T01:00:00Z,848.0,1
Concón,2016-01-30T12:00:00Z,847.3,1
Concón,2016-01-31T13:00:00Z,847.2,1
Konarskiego,2016-02-07T15:00:00Z,846.0,1
Konarskiego,2016-02-02T00:00:00Z,846.0,1
Konarskiego,2016-02-03T19:00:00Z,846.0,1
Nisekh,2016-02-18T04:00:00Z,845.0,1
Konarskiego,2016-02-06T00:00:00Z,844.0,1
Nisekh,2016-02-19T17:00:00Z,842.0,2
Konarskiego,2016-02-03T20:00:00Z,840.0,1
Concón,2016-02-01T12:00:00Z,838.3,1
Concón,2016-01-30T13:00:00Z,837.1,1
Concón,2016-01-30T21:00:00Z,835.7,1
Concón,2016-01-30T22:00:00Z,835.6,1
Konarskiego,2016-01-30T23:00:00Z,835.0,1
Concón,2016-01-30T16:00:00Z,834.5,1
Concón,2016-01-30T18:00:00Z,833.8,1
Concón,2016-01-31T10:00:00Z,832.8,1
MNB,2016-02-03T21:00:00Z,832.0,2
Concón,2016-02-01T08:00:00Z,832.0,1
Concón,2016-02-01T05:00:00Z,831.7,1
Concón,2016-01-31T14:00:00Z,831.6,1
Concón,2016-01-30T19:00:00Z,831.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-06T03:00:00Z,831.0,4
Punjabi Bagh, Delhi - DPCC,2016-02-06T04:00:00Z,831.0,3
Konarskiego,2016-02-01T08:00:00Z,830.0,1
Konarskiego,2016-02-07T13:00:00Z,830.0,1
MNB,2016-02-03T07:00:00Z,829.0,2
Concón,2016-01-30T20:00:00Z,828.7,1
Nisekh,2016-02-17T09:00:00Z,828.0,1
Konarskiego,2016-02-07T14:00:00Z,828.0,1
Concón,2016-01-31T22:00:00Z,827.2,1
Concón,2016-01-31T04:00:00Z,827.0,1
Konarskiego,2016-02-03T17:00:00Z,826.0,1
100 ail,2016-01-30T05:00:00Z,825.0,2
Konarskiego,2016-02-02T18:00:00Z,822.0,1
Nisekh,2016-02-19T10:00:00Z,821.0,2
Konarskiego,2016-02-05T03:00:00Z,820.0,1
Concón,2016-01-30T17:00:00Z,819.9,1
Concón,2016-02-01T13:00:00Z,819.2,1
Concón,2016-01-30T08:00:00Z,818.9,1
Concón,2016-01-31T16:00:00Z,818.1,1
Konarskiego,2016-01-31T01:00:00Z,818.0,1
Konarskiego,2016-02-03T21:00:00Z,818.0,1
Concón,2016-01-31T17:00:00Z,817.3,1
Konarskiego,2016-02-04T13:00:00Z,817.0,1
Konarskiego,2016-02-05T04:00:00Z,817.0,1
Konarskiego,2016-02-02T15:00:00Z,816.0,1
Konarskiego,2016-02-01T09:00:00Z,815.0,1
Concón,2016-02-01T07:00:00Z,814.6,1
Concón,2016-01-31T06:00:00Z,813.5,1
Konarskiego,2016-02-05T14:00:00Z,813.0,1
Konarskiego,2016-02-02T01:00:00Z,812.0,1
Konarskiego,2016-02-02T19:00:00Z,811.0,1
Konarskiego,2016-02-05T07:00:00Z,811.0,1
Konarskiego,2016-01-31T00:00:00Z,811.0,1
Concón,2016-02-01T06:00:00Z,810.3,1
Konarskiego,2016-02-04T08:00:00Z,808.0,1
Nisekh,2016-02-17T12:00:00Z,807.0,2
Talagante,2016-01-30T15:00:00Z,806.6,1
Talagante,2016-01-30T16:00:00Z,806.6,1
Talagante,2016-01-30T17:00:00Z,806.6,1
Talagante,2016-01-30T18:00:00Z,806.6,1
Baruun 4 zam,2016-01-30T08:00:00Z,806.0,4
Konarskiego,2016-02-01T07:00:00Z,806.0,1
Konarskiego,2016-01-31T02:00:00Z,805.0,1
Bukhiin urguu,2016-01-30T13:00:00Z,804.0,2
Konarskiego,2016-02-01T12:00:00Z,802.0,1
MNB,2016-01-30T04:00:00Z,801.0,2
Konarskiego,2016-02-05T13:00:00Z,801.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-06T09:00:00Z,800.0,3
Concón,2016-01-30T14:00:00Z,800.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-07T17:00:00Z,800.0,2
R K Puram, Delhi - DPCC,2016-02-08T08:00:00Z,800.0,3
Konarskiego,2016-02-01T10:00:00Z,798.0,1
Concón,2016-01-30T05:00:00Z,797.4,1
Talagante,2016-01-30T14:00:00Z,797.3,1
Konarskiego,2016-02-04T00:00:00Z,796.0,1
Konarskiego,2016-02-03T23:00:00Z,795.0,1
Concón,2016-01-31T11:00:00Z,794.4,1
Puente Alto,2016-02-01T10:00:00Z,792.1,1
Konarskiego,2016-02-01T11:00:00Z,792.0,1
Concón,2016-01-31T05:00:00Z,791.7,1
Delhi Technological University, Delhi - CPCB,2016-11-07T18:00:00Z,791.5,2
Concón,2016-01-31T19:00:00Z,791.3,1
Konarskiego,2016-02-02T20:00:00Z,791.0,1
Konarskiego,2016-02-02T02:00:00Z,791.0,1
Concón,2016-01-31T18:00:00Z,790.3,1
Concón,2016-01-31T12:00:00Z,789.2,1
Konarskiego,2016-02-05T05:00:00Z,789.0,1
Konarskiego,2016-01-31T18:00:00Z,789.0,1
Concón,2016-01-31T21:00:00Z,787.5,1
Konarskiego,2016-02-04T01:00:00Z,787.0,1
Konarskiego,2016-02-04T12:00:00Z,786.0,1
Konarskiego,2016-02-04T07:00:00Z,786.0,1
Konarskiego,2016-02-04T06:00:00Z,784.0,1
Konarskiego,2016-02-05T06:00:00Z,783.0,1
Konarskiego,2016-02-04T09:00:00Z,783.0,1
Konarskiego,2016-01-31T19:00:00Z,782.0,1
Konarskiego,2016-02-03T15:00:00Z,778.0,1
Konarskiego,2016-02-01T06:00:00Z,778.0,1
Konarskiego,2016-02-03T16:00:00Z,776.0,1
Nisekh,2016-02-20T09:00:00Z,776.0,2
Delhi Technological University, Delhi - CPCB,2016-11-06T04:00:00Z,774.0,4
Konarskiego,2016-02-02T09:00:00Z,774.0,1
Konarskiego,2016-01-30T10:00:00Z,773.0,1
Konarskiego,2016-02-04T05:00:00Z,773.0,1
Konarskiego,2016-02-02T14:00:00Z,773.0,1
Konarskiego,2016-01-31T16:00:00Z,771.0,1
Konarskiego,2016-02-04T02:00:00Z,770.0,1
Konarskiego,2016-02-02T03:00:00Z,769.0,1
Concón,2016-01-31T20:00:00Z,768.0,1
Konarskiego,2016-01-31T17:00:00Z,768.0,1
Konarskiego,2016-01-30T11:00:00Z,767.0,1
Konarskiego,2016-02-05T08:00:00Z,766.0,1
Konarskiego,2016-02-02T21:00:00Z,765.0,1
Konarskiego,2016-02-01T05:00:00Z,765.0,1
Konarskiego,2016-02-04T04:00:00Z,764.0,1
Konarskiego,2016-02-04T03:00:00Z,763.0,1
Konarskiego,2016-02-02T13:00:00Z,760.0,1
Konarskiego,2016-02-05T09:00:00Z,758.0,1
Konarskiego,2016-01-31T03:00:00Z,757.0,1
Konarskiego,2016-02-02T04:00:00Z,756.0,1
Konarskiego,2016-02-04T10:00:00Z,756.0,1
Konarskiego,2016-02-02T10:00:00Z,756.0,1
Konarskiego,2016-02-02T11:00:00Z,755.0,1
Konarskiego,2016-02-02T07:00:00Z,755.0,1
Konarskiego,2016-02-02T08:00:00Z,753.0,1
Konarskiego,2016-01-31T20:00:00Z,752.0,1
Konarskiego,2016-02-04T11:00:00Z,751.0,1
Konarskiego,2016-01-31T15:00:00Z,751.0,1
Bukhiin urguu,2016-01-31T03:00:00Z,750.0,1
Konarskiego,2016-02-05T10:00:00Z,749.0,1
Nisekh,2016-02-20T06:00:00Z,749.0,1
Konarskiego,2016-01-30T09:00:00Z,748.0,1
Konarskiego,2016-01-31T21:00:00Z,748.0,1
Konarskiego,2016-02-05T12:00:00Z,745.0,1
Konarskiego,2016-02-02T05:00:00Z,744.0,1
Konarskiego,2016-02-05T11:00:00Z,744.0,1
Konarskiego,2016-02-03T14:00:00Z,743.0,1
Konarskiego,2016-02-02T06:00:00Z,743.0,1
Konarskiego,2016-02-01T04:00:00Z,741.0,1
Konarskiego,2016-01-30T12:00:00Z,740.0,1
Konarskiego,2016-01-30T08:00:00Z,737.0,1
Konarskiego,2016-01-30T00:00:00Z,736.0,1
Konarskiego,2016-01-30T02:00:00Z,733.0,1
Konarskiego,2016-01-30T01:00:00Z,732.0,1
Konarskiego,2016-01-31T23:00:00Z,732.0,1
Konarskiego,2016-02-02T12:00:00Z,729.0,1
Konarskiego,2016-02-01T00:00:00Z,728.0,1
Santiago,2016-02-06T10:00:00Z,727.8,1
Konarskiego,2016-01-31T05:00:00Z,727.0,1
Konarskiego,2016-02-02T23:00:00Z,726.0,1
Konarskiego,2016-02-01T01:00:00Z,726.0,1
Konarskiego,2016-02-03T01:00:00Z,726.0,1
Konarskiego,2016-02-03T00:00:00Z,725.0,1
Konarskiego,2016-02-01T02:00:00Z,725.0,1
Talagante,2016-02-06T09:00:00Z,722.8,1
Konarskiego,2016-02-01T03:00:00Z,722.0,1
Konarskiego,2016-01-30T06:00:00Z,720.0,1
Konarskiego,2016-01-31T14:00:00Z,716.0,1
Konarskiego,2016-01-30T07:00:00Z,716.0,1
Konarskiego,2016-01-30T04:00:00Z,716.0,1
Konarskiego,2016-01-30T03:00:00Z,715.0,1
Konarskiego,2016-01-31T04:00:00Z,714.0,1
Konarskiego,2016-01-30T05:00:00Z,712.0,1
Konarskiego,2016-02-03T02:00:00Z,712.0,1
Konarskiego,2016-02-03T08:00:00Z,711.0,1
Konarskiego,2016-01-31T13:00:00Z,709.0,1
Konarskiego,2016-01-31T12:00:00Z,708.0,1
Delhi Technological University, Delhi - CPCB,2016-11-07T04:00:00Z,707.1,1
Delhi Technological University, Delhi - CPCB,2016-11-07T21:00:00Z,706.9,4
Konarskiego,2016-02-03T07:00:00Z,706.0,1
Konarskiego,2016-02-03T09:00:00Z,705.0,1
Delhi Technological University, Delhi - CPCB,2016-11-07T20:00:00Z,704.3,4
Punjabi Bagh, Delhi - DPCC,2016-02-06T05:00:00Z,703.0,1
Konarskiego,2016-02-03T13:00:00Z,701.0,1
Nisekh,2016-02-17T01:00:00Z,701.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-08T04:00:00Z,700.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-07T15:00:00Z,700.0,3
R K Puram, Delhi - DPCC,2016-02-08T10:00:00Z,700.0,3
R K Puram, Delhi - DPCC,2016-02-08T07:00:00Z,700.0,3
Punjabi Bagh, Delhi - DPCC,2016-02-07T07:00:00Z,700.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-07T00:00:00Z,700.0,3
Konarskiego,2016-02-03T06:00:00Z,700.0,1
R K Puram, Delhi - DPCC,2016-02-08T09:00:00Z,700.0,3
R K Puram, Delhi - DPCC,2016-02-08T11:00:00Z,700.0,3
Delhi Technological University, Delhi - CPCB,2016-11-07T05:00:00Z,696.5,3
Talagante,2016-01-30T23:00:00Z,694.9,1
Talagante,2016-01-30T21:00:00Z,694.9,1
Konarskiego,2016-02-03T03:00:00Z,693.0,1
Konarskiego,2016-01-31T06:00:00Z,687.0,1
Nisekh,2016-02-17T02:00:00Z,687.0,1
MNB,2016-02-04T06:00:00Z,686.0,2
Konarskiego,2016-02-03T12:00:00Z,686.0,1
Konarskiego,2016-02-03T10:00:00Z,686.0,1
Talagante,2016-02-06T08:00:00Z,685.6,1
Konarskiego,2016-02-03T04:00:00Z,685.0,1
Konarskiego,2016-01-31T09:00:00Z,683.0,1
Konarskiego,2016-01-31T11:00:00Z,681.0,1
Delhi Technological University, Delhi - CPCB,2016-11-07T22:00:00Z,678.1,4
Talagante,2016-01-30T13:00:00Z,676.3,1
Talagante,2016-01-31T00:00:00Z,676.3,1
Konarskiego,2016-02-03T05:00:00Z,676.0,1
Konarskiego,2016-01-31T10:00:00Z,676.0,1
Konarskiego,2016-02-03T11:00:00Z,674.0,1
Nisekh,2016-02-19T01:00:00Z,674.0,1
Konarskiego,2016-01-31T08:00:00Z,671.0,1
Konarskiego,2016-01-31T07:00:00Z,671.0,1
Delhi Technological University, Delhi - CPCB,2016-11-07T23:00:00Z,669.3,4
Delhi Technological University, Delhi - CPCB,2016-11-07T19:00:00Z,661.3,4
Puente Alto,2016-02-06T09:00:00Z,659.2,1
Nisekh,2016-02-20T08:00:00Z,659.0,1
MNB,2016-02-04T08:00:00Z,659.0,2
Talagante,2016-02-08T09:00:00Z,657.6,1
Talagante,2016-01-30T22:00:00Z,657.6,1
MNB,2016-02-04T07:00:00Z,656.0,1
Delhi Technological University, Delhi - CPCB,2016-11-07T17:00:00Z,651.3,2
Puente Alto,2016-02-05T10:00:00Z,649.7,1
Delhi Technological University, Delhi - CPCB,2016-11-07T16:00:00Z,647.4,1
Delhi Technological University, Delhi - CPCB,2016-11-08T00:00:00Z,646.9,3
MNB,2016-01-30T05:00:00Z,644.0,2
Baruun 4 zam,2016-01-30T09:00:00Z,644.0,1
Talagante,2016-02-09T05:00:00Z,639.0,1
Santiago,2016-02-03T10:00:00Z,636.1,1
Delhi Technological University, Delhi - CPCB,2016-11-08T02:00:00Z,629.3,3
Delhi Technological University, Delhi - CPCB,2016-11-08T01:00:00Z,627.6,1
Nisekh,2016-02-20T07:00:00Z,623.0,1
Talagante,2016-02-09T01:00:00Z,611.1,1
Talagante,2016-02-03T09:00:00Z,611.1,1
100 ail,2016-01-30T07:00:00Z,606.0,1
100 ail,2016-01-30T06:00:00Z,604.0,1
Talagante,2016-02-09T00:00:00Z,601.8,1
Santiago,2016-02-06T11:00:00Z,601.3,1
Punjabi Bagh, Delhi - DPCC,2016-02-08T05:00:00Z,600.0,2
Punjabi Bagh, Delhi - DPCC,2016-02-06T23:00:00Z,600.0,3
Bukhiin urguu,2016-02-01T01:00:00Z,600.0,1
Punjabi Bagh, Delhi - DPCC,2016-02-07T08:00:00Z,600.0,1
